time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-25T21:41:04.307Z,37.0222,-116.9604,6.3,0.1,ml,8,182.9,0.072,0.166,nn,nn00619626,2018-01-25T22:26:20.054Z,"21km NW of Beatty, Nevada",earthquake,,3.1,0.24,5,reviewed,nn,nn
2018-01-25T21:35:17.420Z,38.8409996,-122.8318329,1.69,1.21,md,17,88,0.003733,0.04,nc,nc72958561,2018-01-25T23:43:02.483Z,"10km NW of The Geysers, CA",earthquake,0.29,0.53,0.15,5,automatic,nc,nc
2018-01-25T21:35:09.724Z,56.2076,-149.2393,10,3.2,ml,,,,0.68,ak,ak18195636,2018-01-26T04:08:41.040Z,"241km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-01-25T21:29:08.019Z,61.2714,-150.1165,31.9,2.7,ml,,,,0.72,ak,ak18195621,2018-01-26T07:30:13.389Z,"13km WNW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-25T21:17:17.470Z,36.7461,-116.0216,3.1,-0.2,ml,13,114.71,0.034,0.1949,nn,nn00619623,2018-01-25T22:20:03.882Z,"59km N of Pahrump, Nevada",earthquake,,2.5,0.32,7,reviewed,nn,nn
2018-01-25T21:14:19.900Z,44.764,-111.5523333,5.03,0.5,md,7,88,0.088,0.06,mb,mb80278824,2018-01-25T22:00:53.070Z,"37km WNW of West Yellowstone, Montana",earthquake,0.5,2.31,0.292,2,reviewed,mb,mb
2018-01-25T21:12:50.220Z,50.5183,-173.3721,10,2.6,ml,,310,1.763,0.55,us,us2000cpil,2018-01-26T04:09:44.040Z,"195km SSE of Atka, Alaska",earthquake,8.8,2,,,reviewed,us,ak
2018-01-25T21:02:41.150Z,38.8328323,-122.807663,0.11,1.18,md,12,49,0.00961,0.04,nc,nc72958551,2018-01-25T23:15:04.427Z,"7km W of Cobb, CA",earthquake,0.23,1.13,0.19,2,automatic,nc,nc
2018-01-25T20:55:31.370Z,33.48,-116.7843333,5.63,1.15,ml,38,33,0.0938,0.15,ci,ci38092696,2018-01-25T21:15:05.250Z,"9km ENE of Aguanga, CA",earthquake,0.14,0.68,0.1,27,reviewed,ci,ci
2018-01-25T20:34:58.950Z,38.8096657,-122.8150024,2.4,1.12,md,17,73,0.0111,0.04,nc,nc72958541,2018-01-25T22:46:02.359Z,"6km NW of The Geysers, CA",earthquake,0.28,0.61,0.11,4,automatic,nc,nc
2018-01-25T20:33:38.820Z,38.815834,-122.7858353,0.78,0.88,md,7,96,0.004775,0.01,nc,nc72958536,2018-01-25T20:48:02.406Z,"5km NNW of The Geysers, CA",earthquake,0.39,0.75,0.09,3,automatic,nc,nc
2018-01-25T20:32:53.931Z,56.4169,-148.4085,11.6,3.3,ml,,,,0.67,ak,ak18195426,2018-01-25T23:38:14.453Z,"286km ESE of Kodiak, Alaska",earthquake,,5.1,,,reviewed,ak,ak
2018-01-25T20:29:46.402Z,56.3482,-149.1523,11.4,3,ml,,,,0.57,ak,ak18195424,2018-01-25T23:32:40.660Z,"254km SE of Kodiak, Alaska",earthquake,,15.3,,,reviewed,ak,ak
2018-01-25T20:25:33.898Z,63.2911,-150.7695,15.7,1.5,ml,,,,0.29,ak,ak18195411,2018-01-25T20:28:26.945Z,"91km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-25T20:07:55.622Z,61.422,-152.2213,0,1.1,ml,,,,0.47,ak,ak18195388,2018-01-25T20:17:11.422Z,"95km NNW of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-01-25T19:58:09.930Z,44.4405,-111.0131667,5.35,0.38,md,5,259,0.1275,0.22,uu,uu60014584,2018-01-26T18:16:44.980Z,"14km W of Old Faithful Geyser, Wyoming",earthquake,1.91,13.6,0.195,6,reviewed,uu,uu
2018-01-25T19:58:00.530Z,44.4556667,-110.9963333,3.68,0.66,md,6,152,0.115,0.28,uu,uu60265962,2018-01-26T17:56:11.730Z,"13km W of Old Faithful Geyser, Wyoming",earthquake,1.42,3.2,0.29,4,reviewed,uu,uu
2018-01-25T19:56:32.930Z,17.916,-66.7441,12,2.16,md,5,235,0.1873,0.26,pr,pr2018025021,2018-01-26T00:47:51.936Z,"9km SSW of Tallaboa, Puerto Rico",earthquake,2.21,1.65,0.15,4,reviewed,pr,pr
2018-01-25T19:29:23.842Z,64.66,-149.1373,17.6,1.2,ml,,,,0.31,ak,ak18195236,2018-01-25T19:33:22.308Z,"9km N of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-01-25T19:27:03.626Z,60.2985,-152.1139,78.4,1.8,ml,,,,0.55,ak,ak18195234,2018-01-25T19:31:10.962Z,"40km ESE of Redoubt Volcano, Alaska",earthquake,,1.6,,,automatic,ak,ak
2018-01-25T19:26:09.150Z,44.4535,-110.9945,4.3,1.6,md,14,118,0.1137,0.22,uu,uu60265952,2018-01-26T17:25:15.260Z,"13km W of Old Faithful Geyser, Wyoming",earthquake,0.52,1.07,0.54,7,reviewed,uu,uu
2018-01-25T19:25:58.710Z,44.4423333,-111.008,4.44,0.42,md,9,122,0.1236,0.23,uu,uu60265957,2018-01-26T17:35:05.050Z,"14km W of Old Faithful Geyser, Wyoming",earthquake,0.7,1.61,0.069,5,reviewed,uu,uu
2018-01-25T19:23:53.520Z,38.801,-122.8965,4.47,1.14,md,28,166,0.01503,0.05,nc,nc72958496,2018-01-26T04:29:02.576Z,"10km E of Cloverdale, CA",earthquake,0.34,0.51,0.176,5,reviewed,nc,nc
2018-01-25T19:19:54.040Z,44.448,-110.994,4.26,0.77,md,10,127,0.1133,0.21,uu,uu60265937,2018-01-26T17:07:46.590Z,"13km W of Old Faithful Geyser, Wyoming",earthquake,0.56,1.03,0.038,6,reviewed,uu,uu
2018-01-25T19:19:39.710Z,36.892,-121.4853333,8.59,2.55,md,70,27,0.0359,0.19,nc,nc72958486,2018-01-27T02:04:03.351Z,"7km NE of San Juan Bautista, CA",earthquake,0.21,0.48,0.159,80,reviewed,nc,nc
2018-01-25T19:19:31.370Z,17.864,-66.1583,6,1.5,md,3,273,0.1137,0.55,pr,pr2018025020,2018-01-26T00:46:56.248Z,"10km S of Jobos, Puerto Rico",earthquake,5.53,2.7,0.65,2,reviewed,pr,pr
2018-01-25T19:10:44.540Z,56.3857,-149.4025,36.2,3.7,ml,,,,0.93,ak,ak18195211,2018-01-25T19:24:57.956Z,"240km SE of Kodiak, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-01-25T19:09:49.580Z,37.1808,-117.3676,8.2,0.2,ml,3,327.05,0.334,0.0189,nn,nn00619622,2018-01-25T22:10:32.287Z,"59km SSW of Goldfield, Nevada",earthquake,,62.8,0,1,reviewed,nn,nn
2018-01-25T19:06:37.960Z,33.7468333,-117.4925,12.78,0.94,ml,9,147,0.08078,0.12,ci,ci38092632,2018-01-25T21:04:29.082Z,"13km NE of Trabuco Canyon, CA",earthquake,0.45,0.63,0.173,5,reviewed,ci,ci
2018-01-25T18:51:58.320Z,33.7488333,-117.4961667,11.9,1,ml,18,83,0.08061,0.14,ci,ci38092616,2018-01-25T21:00:11.061Z,"13km NE of Trabuco Canyon, CA",earthquake,0.3,0.44,0.243,10,reviewed,ci,ci
2018-01-25T18:50:09.170Z,38.8405,-122.8266667,1.92,0.52,md,27,74,0.007148,0.03,nc,nc72958461,2018-01-26T03:01:03.305Z,"9km WNW of Cobb, CA",earthquake,0.19,0.33,0.147,5,reviewed,nc,nc
2018-01-25T18:28:45.770Z,33.747,-117.4996667,12.22,1.19,ml,24,149,0.0232,0.18,ci,ci38092600,2018-01-25T21:05:35.087Z,"12km NE of Trabuco Canyon, CA",earthquake,0.34,0.42,0.133,15,reviewed,ci,ci
2018-01-25T18:21:11.781Z,58.6775,-150.16,17.8,2.5,ml,,,,0.31,ak,ak18195056,2018-01-25T18:33:36.078Z,"133km SE of Homer, Alaska",earthquake,,3.3,,,automatic,ak,ak
2018-01-25T18:18:38.947Z,60.2666,-153.0077,105.6,2.4,ml,,,,0.29,ak,ak18195052,2018-01-25T18:22:20.740Z,"28km SSW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-01-25T18:15:17.150Z,33.7475,-117.4985,11.08,1.74,ml,73,39,0.02212,0.21,ci,ci38092592,2018-01-27T02:03:43.688Z,"12km NE of Trabuco Canyon, CA",earthquake,0.17,0.25,0.149,54,reviewed,ci,ci
2018-01-25T18:09:45.680Z,36.5287,-98.9462,5.18,2.7,ml,,146,0.155,0.64,us,us2000cpds,2018-01-26T21:52:27.040Z,"25km ENE of Mooreland, Oklahoma",earthquake,1.9,7.2,0.115,10,reviewed,us,us
2018-01-25T18:01:04.330Z,38.8383331,-122.8371658,1.63,0.76,md,9,118,0.001336,0.02,nc,nc72958441,2018-01-25T18:18:04.133Z,"10km NW of The Geysers, CA",earthquake,0.31,0.8,0.23,2,automatic,nc,nc
2018-01-25T17:48:00.701Z,61.3981,-147.4073,6.8,2.6,ml,,,,0.78,ak,ak18195027,2018-01-25T17:59:00.683Z,"64km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-25T17:44:48.730Z,44.4725,-111.039,6.01,1.4,md,8,155,0.2,0.29,uu,uu60265927,2018-01-25T18:04:34.470Z,"16km W of Old Faithful Geyser, Wyoming",earthquake,1.73,16.97,0.446,5,reviewed,uu,uu
2018-01-25T17:36:33.050Z,-26.6128,178.2571,626.06,5,mb,,82,4.273,1.04,us,us2000cpd7,2018-01-25T17:50:35.040Z,"South of the Fiji Islands",earthquake,13.5,9.3,0.137,17,reviewed,us,us
2018-01-25T17:29:15.686Z,63.4916,-151.1567,4.1,1.9,ml,,,,0.9,ak,ak18194885,2018-01-25T17:33:08.091Z,"110km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-25T17:24:33.850Z,40.4296,-126.3863,8.19,5,mww,,68,1.564,1.09,us,us2000cpcn,2018-01-26T22:10:00.952Z,"180km W of Ferndale, California",earthquake,4.5,3.4,0.055,32,reviewed,us,us
2018-01-25T17:21:16.310Z,35.9365,-117.6435,2.39,0.86,ml,8,66,0.03393,0.14,ci,ci38092560,2018-01-25T20:53:38.027Z,"24km E of Little Lake, CA",earthquake,0.31,0.42,0.254,3,reviewed,ci,ci
2018-01-25T17:18:57.590Z,34.0586667,-117.2653333,16.87,1.47,ml,52,60,0.04883,0.15,ci,ci38092552,2018-01-25T19:36:55.026Z,"1km NNW of Loma Linda, CA",earthquake,0.16,0.32,0.14,39,reviewed,ci,ci
2018-01-25T17:18:25.154Z,62.1197,-149.5397,35.9,2.5,ml,,,,0.66,ak,ak18194874,2018-01-25T17:22:43.026Z,"16km ESE of Y, Alaska",earthquake,,3.3,,,automatic,ak,ak
2018-01-25T17:17:35.560Z,27.3144,57.4572,10,4.2,mb,,124,2.614,0.89,us,us2000cpcm,2018-01-25T20:55:31.040Z,"41km ENE of Minab, Iran",earthquake,8.1,2,0.121,19,reviewed,us,us
2018-01-25T17:16:32.850Z,17.9195,-66.7181,16,1.65,md,4,244,0.2084,0.08,pr,pr2018025019,2018-01-25T20:21:51.780Z,"8km S of Tallaboa, Puerto Rico",earthquake,0.79,2.37,0.21,3,reviewed,pr,pr
2018-01-25T17:13:47.370Z,36.3865,-120.6765,9.67,2.26,md,67,125,0.1727,0.13,nc,nc72958421,2018-01-27T02:35:02.985Z,"3km S of New Idria, CA",earthquake,0.2,0.42,0.241,61,reviewed,nc,nc
2018-01-25T17:04:21.240Z,38.8345,-122.8135,4.21,0.47,md,15,56,0.01141,0.05,nc,nc72958416,2018-01-26T02:36:03.188Z,"8km W of Cobb, CA",earthquake,0.36,0.89,0.127,2,reviewed,nc,nc
2018-01-25T17:03:47.450Z,36.467,-121.045,7.32,2.31,md,65,100,0.0471,0.06,nc,nc72958411,2018-01-27T02:19:01.955Z,"11km SE of Pinnacles, CA",earthquake,0.12,0.24,0.211,67,reviewed,nc,nc
2018-01-25T16:59:17.170Z,86.0534,30.2859,10,4.4,mb,,60,7.49,0.85,us,us2000cpca,2018-01-26T19:26:45.040Z,"North of Svalbard",earthquake,10,1.9,0.07,58,reviewed,us,us
2018-01-25T16:39:47.650Z,33.741,-117.5006667,11.45,0.92,ml,22,153,0.02765,0.21,ci,ci38092520,2018-01-25T19:22:02.216Z,"12km NE of Trabuco Canyon, CA",earthquake,0.42,0.51,0.167,9,reviewed,ci,ci
2018-01-25T16:39:43.230Z,40.4372,-126.3397,8.06,5.8,mww,,41,1.528,0.98,us,us2000cpba,2018-01-27T03:16:21.753Z,"176km W of Ferndale, California",earthquake,5.3,2.9,0.039,62,reviewed,us,us
2018-01-25T16:27:59.945Z,56.357,-149.2567,15.6,3.6,ml,,,,0.57,ak,ak18194716,2018-01-25T19:02:22.191Z,"248km SE of Kodiak, Alaska",earthquake,,6.1,,,automatic,ak,ak
2018-01-25T16:26:59.050Z,18.075,-66.5955,13,1.05,md,3,133,0.0163,0.04,pr,pr2018025018,2018-01-25T20:27:08.627Z,"5km WNW of Coto Laurel, Puerto Rico",earthquake,1.37,0.83,0.22,3,reviewed,pr,pr
2018-01-25T16:23:37.320Z,38.8116684,-122.831337,1.14,0.54,md,10,71,0.003266,0.04,nc,nc72958391,2018-01-25T17:53:01.687Z,"8km WNW of The Geysers, CA",earthquake,0.37,0.68,0.02,2,automatic,nc,nc
2018-01-25T16:22:24.050Z,-18.3212,-69.4267,9.61,4.1,mb,,134,0.078,1.21,us,us2000cp9u,2018-01-26T18:40:54.040Z,"19km SE of Putre, Chile",earthquake,6.2,10.2,0.371,2,reviewed,us,us
2018-01-25T16:20:10.470Z,56.1112,-149.3206,19.87,4.3,mb,,141,2.45,0.88,us,us2000cpc1,2018-01-26T16:47:51.040Z,"264km SE of Kodiak, Alaska",earthquake,7.8,7.4,0.308,4,reviewed,us,us
2018-01-25T15:55:06.182Z,56.5014,-148.5432,5.9,3.3,ml,,,,0.64,ak,ak18194705,2018-01-26T16:27:43.040Z,"275km ESE of Kodiak, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2018-01-25T15:54:35.060Z,17.9186,-66.736,9,1.76,md,3,237,0.2214,0.12,pr,pr2018025017,2018-01-25T20:27:31.867Z,"8km SSW of Tallaboa, Puerto Rico",earthquake,2.39,12.73,0.05,3,reviewed,pr,pr
2018-01-25T15:43:00.430Z,33.7476667,-117.4963333,12.14,1.08,ml,37,70,0.02056,0.17,ci,ci38092512,2018-01-25T19:13:33.877Z,"13km NE of Trabuco Canyon, CA",earthquake,0.25,0.35,0.111,17,reviewed,ci,ci
2018-01-25T15:42:06.734Z,62.2859,-148.1423,29.2,2.2,ml,,,,0.65,ak,ak18194697,2018-01-25T15:51:42.366Z,"65km NE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-25T15:40:14.530Z,33.7456667,-117.5006667,9.29,0.26,ml,3,245,0.08529,0.01,ci,ci38092504,2018-01-25T20:23:05.884Z,"12km NE of Trabuco Canyon, CA",earthquake,0.55,0.96,0.047,2,reviewed,ci,ci
2018-01-25T15:39:03.690Z,17.9293,-66.7393,12,1.96,md,6,235,0.1749,0.1,pr,pr2018025016,2018-01-25T20:28:17.972Z,"7km SSW of Tallaboa, Puerto Rico",earthquake,1.22,0.99,0.06,5,reviewed,pr,pr
2018-01-25T15:33:33.190Z,17.9191,-66.7458,8,2.26,md,5,234,0.1865,0.22,pr,pr2018025013,2018-01-25T16:37:22.550Z,"8km SSW of Tallaboa, Puerto Rico",earthquake,1.41,16.89,0.09,5,reviewed,pr,pr
2018-01-25T15:19:06.510Z,38.8409996,-122.8755035,2.14,1,md,15,85,0.005467,0.05,nc,nc72958371,2018-01-25T15:36:02.295Z,"12km NW of The Geysers, CA",earthquake,0.3,0.57,0.15,4,automatic,nc,nc
2018-01-25T15:15:16.230Z,37.5846667,-119.0025,1.56,0.6,md,16,157,0.03179,0.06,nc,nc72958366,2018-01-25T18:29:03.150Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.32,0.59,0.205,10,reviewed,nc,nc
2018-01-25T15:15:02.030Z,38.8134995,-122.8093338,1.66,0.55,md,7,109,0.009898,0.01,nc,nc72958361,2018-01-25T16:27:03.386Z,"6km NW of The Geysers, CA",earthquake,0.57,0.92,,1,automatic,nc,nc
2018-01-25T15:14:30.205Z,63.1631,-150.1203,110.5,3,ml,,,,0.41,ak,ak18194689,2018-01-26T15:27:32.040Z,"63km WSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-25T15:10:43.550Z,37.6711667,-118.7993333,2.99,0.85,md,19,82,0.01443,0.04,nc,nc72958356,2018-01-25T18:08:03.460Z,"16km NW of Toms Place, CA",earthquake,0.2,0.45,0.179,16,reviewed,nc,nc
2018-01-25T15:05:04.610Z,33.5298333,-116.7245,2.63,1.34,ml,43,25,0.03705,0.17,ci,ci38092496,2018-01-25T15:36:13.910Z,"6km WSW of Anza, CA",earthquake,0.17,0.29,0.147,26,reviewed,ci,ci
2018-01-25T15:02:09.110Z,0.197,-77.7556,1.13,4.5,mb,,84,0.45,1.03,us,us2000cp9e,2018-01-26T15:05:06.062Z,"32km SE of Pimampiro, Ecuador",earthquake,2.1,6.4,0.116,23,reviewed,us,us
2018-01-25T14:52:39.117Z,56.3275,-149.2706,10.4,3.1,ml,,,,0.64,ak,ak18194683,2018-01-25T23:07:09.296Z,"250km SE of Kodiak, Alaska",earthquake,,9.2,,,reviewed,ak,ak
2018-01-25T14:49:40.057Z,37.2497,-117.4369,2.1,0.7,ml,7,292.85,0.26,0.2036,nn,nn00619599,2018-01-25T18:07:43.047Z,"53km SSW of Goldfield, Nevada",earthquake,,12.4,0.73,5,reviewed,nn,nn
2018-01-25T14:36:42.140Z,36.0241667,-117.7668333,0.83,0.18,ml,7,124,0.05376,0.05,ci,ci38092464,2018-01-25T20:09:28.507Z,"16km NE of Little Lake, CA",earthquake,0.2,0.51,0.249,3,reviewed,ci,ci
2018-01-25T14:17:27.830Z,33.7503333,-117.5013333,12.15,0.59,ml,8,149,0.08174,0.14,ci,ci38092456,2018-01-26T06:08:08.959Z,"13km NE of Trabuco Canyon, CA",earthquake,0.53,0.54,0.023,4,reviewed,ci,ci
2018-01-25T14:12:45.570Z,33.6401667,-116.6988333,17.03,0.4,ml,18,67,0.03546,0.09,ci,ci38092448,2018-01-25T19:50:31.897Z,"10km NNW of Anza, CA",earthquake,0.27,0.39,0.148,11,reviewed,ci,ci
2018-01-25T13:55:42.150Z,17.9166,-66.7491,7,2.45,md,5,234,0.1906,0.35,pr,pr2018025010,2018-01-25T16:35:53.839Z,"9km SSW of Tallaboa, Puerto Rico",earthquake,2.07,3.72,0.05,5,reviewed,pr,pr
2018-01-25T13:45:46.560Z,35.7518349,-120.2809982,12.72,1.56,md,12,126,0.04841,0.06,nc,nc72958336,2018-01-25T14:19:02.160Z,"4km NNE of Cholame, CA",earthquake,0.92,1.47,0.39,5,automatic,nc,nc
2018-01-25T13:45:42.460Z,32.489,-115.5901667,17.23,2.33,ml,28,101,0.1879,0.28,ci,ci38092440,2018-01-25T17:21:03.905Z,"10km S of Progreso, B.C., MX",earthquake,0.47,1.18,0.158,55,reviewed,ci,ci
2018-01-25T13:45:05.800Z,35.7490005,-120.2815018,13.03,1.59,md,7,205,0.07245,0.05,nc,nc72958341,2018-01-25T14:44:03.200Z,"3km NNE of Cholame, CA",earthquake,1.35,2.18,0.39,3,automatic,nc,nc
2018-01-25T13:41:19.493Z,56.2357,-148.5341,10.2,3,ml,,,,0.28,ak,ak18194680,2018-01-25T22:59:25.571Z,"292km SE of Kodiak, Alaska",earthquake,,20.4,,,reviewed,ak,ak
2018-01-25T13:28:21.550Z,32.8333,-100.8855,5.46,3,ml,,51,0.028,0.6,us,us2000cp8r,2018-01-25T13:42:07.040Z,"13km NNE of Snyder, Texas",earthquake,3.3,2.2,0.115,10,reviewed,us,us
2018-01-25T13:03:46.767Z,56.465,-148.8059,11.1,3.7,ml,,,,0.78,ak,ak18194657,2018-01-25T22:54:43.037Z,"262km ESE of Kodiak, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2018-01-25T13:01:28.006Z,55.9997,-149.8256,11.7,3.4,ml,,,,0.61,ak,ak18194656,2018-01-25T22:38:45.505Z,"253km SE of Kodiak, Alaska",earthquake,,10.5,,,reviewed,ak,ak
2018-01-25T12:52:38.067Z,37.1445,-117.317,12.2,0.1,ml,8,255.05,0.154,0.1325,nn,nn00619598,2018-01-26T02:35:44.022Z,"56km WNW of Beatty, Nevada",earthquake,,3.8,0.82,3,reviewed,nn,nn
2018-01-25T12:46:49.880Z,38.8223343,-122.741333,4.64,1.35,md,8,147,0.03405,0.06,nc,nc72958331,2018-01-25T13:54:02.120Z,"2km W of Cobb, CA",earthquake,1.07,1.62,0.15,4,automatic,nc,nc
2018-01-25T12:33:01.245Z,63.1601,-144.3007,0,3,ml,,,,1.07,ak,ak18194641,2018-01-25T12:46:55.386Z,"68km WSW of Tok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-25T12:27:25.860Z,37.4871667,-118.818,1.79,1.13,md,22,111,0.07663,0.13,nc,nc72958326,2018-01-25T20:12:02.337Z,"15km SW of Toms Place, CA",earthquake,0.29,1.15,0.253,17,reviewed,nc,nc
2018-01-25T12:26:27.710Z,38.8263321,-122.7781677,0.35,0.54,md,5,132,0.007658,0.01,nc,nc72958321,2018-01-25T12:59:03.316Z,"5km W of Cobb, CA",earthquake,2.3,4.73,0.03,2,automatic,nc,nc
2018-01-25T12:20:24.570Z,19.5186667,-155.6643333,4.23,0.84,md,4,151,0.02946,0.02,hv,hv70021302,2018-01-26T03:32:19.550Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,1.33,2.02,0.039,2,reviewed,hv,hv
2018-01-25T12:14:17.370Z,33.7471667,-117.4983333,12.05,1.27,ml,22,72,0.0222,0.17,ci,ci38092424,2018-01-25T14:16:10.593Z,"12km NE of Trabuco Canyon, CA",earthquake,0.37,0.57,0.404,30,reviewed,ci,ci
2018-01-25T11:53:48.470Z,-18.3611,-69.3635,10,4.9,mb,,54,0.139,1.14,us,us2000cp81,2018-01-25T12:13:16.040Z,"27km SE of Putre, Chile",earthquake,4.6,1.9,0.059,93,reviewed,us,us
2018-01-25T11:47:41.184Z,58.7261,-153.5402,20.4,2.1,ml,,,,0.86,ak,ak18194514,2018-01-25T11:51:31.650Z,"120km NNW of Kodiak Station, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-25T11:46:43.610Z,17.898,-66.7423,12,1.89,md,4,243,0.2406,0.17,pr,pr2018025015,2018-01-25T16:42:05.623Z,"11km SSW of Tallaboa, Puerto Rico",earthquake,1.7,1.37,0.08,2,reviewed,pr,pr
2018-01-25T11:46:10.430Z,38.7981682,-122.7338333,0.38,0.62,md,8,109,0.01482,0.02,nc,nc72958316,2018-01-25T12:29:03.265Z,"3km SSW of Cobb, CA",earthquake,0.26,0.85,0.15,3,automatic,nc,nc
2018-01-25T11:41:37.180Z,33.6708333,-116.7718333,11.69,1.11,ml,37,70,0.06602,0.19,ci,ci38092416,2018-01-25T14:16:41.950Z,"9km SSW of Idyllwild, CA",earthquake,0.31,0.52,0.207,26,reviewed,ci,ci
2018-01-25T11:32:31.530Z,33.7488333,-117.4961667,10.43,1.59,ml,52,31,0.01976,0.19,ci,ci38092408,2018-01-25T14:16:26.708Z,"13km NE of Trabuco Canyon, CA",earthquake,0.22,0.43,0.193,28,reviewed,ci,ci
2018-01-25T11:32:18.970Z,15.449,-94.5202,35,4.3,mb,,169,2.438,0.96,us,us2000cp7w,2018-01-25T12:18:48.040Z,"87km S of San Francisco del Mar, Mexico",earthquake,7.8,2,0.069,60,reviewed,us,us
2018-01-25T11:32:04.150Z,17.952,-66.7125,25,1.44,md,4,228,0.1813,0.11,pr,pr2018025014,2018-01-25T16:23:48.135Z,"4km S of Tallaboa, Puerto Rico",earthquake,0.97,1.94,0.02,3,reviewed,pr,pr
2018-01-25T11:29:50.040Z,33.7428333,-117.502,11.71,1.59,ml,80,72,0.02726,0.21,ci,ci38092400,2018-01-25T18:57:01.680Z,"12km NE of Trabuco Canyon, CA",earthquake,0.19,0.43,0.151,65,reviewed,ci,ci
2018-01-25T11:24:55.530Z,39.9866667,-122.9256667,1.48,1.4,md,8,119,0.2014,0.11,nc,nc72958311,2018-01-25T19:30:03.268Z,"35km NE of Covelo, CA",earthquake,0.49,4.96,0.199,8,reviewed,nc,nc
2018-01-25T11:23:11.860Z,46.8618333,-112.836,13.35,0.13,md,6,161,0.231,0.05,mb,mb80278764,2018-01-25T16:16:17.100Z,"15km SW of Lincoln, Montana",earthquake,0.54,1.98,0.192,3,reviewed,mb,mb
2018-01-25T11:19:50.260Z,34.1505,-116.4176667,9.2,1,ml,26,54,0.04718,0.1,ci,ci38092392,2018-01-25T18:28:13.759Z,"4km NNE of Yucca Valley, CA",earthquake,0.16,0.36,0.178,16,reviewed,ci,ci
2018-01-25T11:18:23.500Z,19.161,-66.519,40,2.97,md,6,306,0.8476,0.33,pr,pr2018025012,2018-01-25T16:37:01.791Z,"77km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,3.33,13.04,0.06,4,reviewed,pr,pr
2018-01-25T11:15:23.020Z,19.4248333,-155.267,7.82,0.83,md,7,194,0.02876,0.03,hv,hv70021202,2018-01-26T03:21:27.230Z,"3km WSW of Volcano, Hawaii",earthquake,1,1.78,0.071,5,reviewed,hv,hv
2018-01-25T11:15:20.460Z,33.749,-117.4983333,11.25,1.36,ml,19,84,0.02117,0.11,ci,ci38092384,2018-01-25T19:40:01.846Z,"13km NE of Trabuco Canyon, CA",earthquake,0.26,0.33,0.262,12,reviewed,ci,ci
2018-01-25T11:14:50.080Z,17.9183,-66.7451,11,2.31,md,5,235,0.1865,0.24,pr,pr2018025011,2018-01-25T16:36:24.863Z,"9km SSW of Tallaboa, Puerto Rico",earthquake,1.45,4.57,0.14,4,reviewed,pr,pr
2018-01-25T11:11:44.700Z,45.8708333,-112.0506667,-2,0.19,md,4,163,0.125,0.01,mb,mb80278759,2018-01-25T16:04:34.100Z,"3km E of Whitehall, Montana",quarry blast,2.26,31.61,0.053,2,reviewed,mb,mb
2018-01-25T11:11:29.030Z,33.747,-117.4966667,12.87,1.08,ml,13,98,0.08239,0.14,ci,ci38092368,2018-01-25T14:16:30.620Z,"13km NE of Trabuco Canyon, CA",earthquake,0.35,0.57,0.39,18,reviewed,ci,ci
2018-01-25T11:11:14.018Z,63.0115,-151.0207,130.3,1.7,ml,,,,0.41,ak,ak18194509,2018-01-25T11:18:38.632Z,"89km NNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-01-25T11:09:08.373Z,60.6478,-151.2083,57.8,2.4,ml,,,,0.61,ak,ak18194505,2018-01-25T11:13:45.916Z,"6km SE of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-01-25T11:05:55.630Z,33.7503333,-117.5021667,12.76,0.65,ml,17,81,0.02335,0.15,ci,ci38092360,2018-01-25T18:08:27.397Z,"13km NE of Trabuco Canyon, CA",earthquake,0.31,0.52,0.153,7,reviewed,ci,ci
2018-01-25T11:04:33.020Z,33.7473333,-117.4991667,11.53,1.06,ml,21,83,0.02267,0.18,ci,ci38092352,2018-01-25T14:16:46.940Z,"12km NE of Trabuco Canyon, CA",earthquake,0.39,0.58,0.36,25,reviewed,ci,ci
